city_a,city_b,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,arrival_delay_rate,cancellation_rate,diversion_rate
"Houston, TX","Victoria, TX",1192,1147,251,40,5,0.21883173496076722,0.03355704697986577,0.0041946308724832215
"Dallas/Fort Worth, TX","Montrose/Delta, CO",1190,1167,276,17,6,0.2365038560411311,0.014285714285714285,0.005042016806722689
"Asheville, NC","Washington, DC",1189,1112,331,75,2,0.2976618705035971,0.06307821698906645,0.001682085786375105
"Birmingham, AL","Houston, TX",1189,1174,232,11,4,0.19761499148211242,0.009251471825063078,0.00336417157275021
"Detroit, MI","Syracuse, NY",1188,1180,223,7,1,0.18898305084745762,0.005892255892255892,0.0008417508417508417
"Christiansted, VI","Miami, FL",1185,1182,291,0,3,0.24619289340101522,0.0,0.002531645569620253
"Louisville, KY","Minneapolis, MN",1185,1174,183,9,2,0.15587734241908008,0.007594936708860759,0.0016877637130801688
"Minneapolis, MN","Santa Ana, CA",1183,1170,305,8,5,0.2606837606837607,0.006762468300929839,0.00422654268808115
"Boston, MA","Kansas City, MO",1182,1151,269,27,4,0.23370981754995657,0.02284263959390863,0.00338409475465313
"Minneapolis, MN","Sacramento, CA",1181,1177,151,4,0,0.12829226847918437,0.003386960203217612,0.0
"Charlotte Amalie, VI","Charlotte, NC",1178,1156,175,11,11,0.1513840830449827,0.00933786078098472,0.00933786078098472
"Cincinnati, OH","Houston, TX",1172,1159,244,11,2,0.21052631578947367,0.00938566552901024,0.0017064846416382253
"Orlando, FL","Ponce, PR",1172,1170,166,1,1,0.14188034188034188,0.0008532423208191126,0.0008532423208191126
"Burlington, VT","Charlotte, NC",1171,1142,256,27,2,0.22416812609457093,0.02305721605465414,0.0017079419299743809
"Detroit, MI","Myrtle Beach, SC",1159,1143,161,13,3,0.14085739282589677,0.011216566005176877,0.0025884383088869713
"Houston, TX","San Jose, CA",1159,1144,180,11,4,0.15734265734265734,0.009490940465918895,0.003451251078515962
"Hartford, CT","West Palm Beach/Palm Beach, FL",1158,1145,245,10,3,0.21397379912663755,0.008635578583765112,0.0025906735751295338
"Detroit, MI","Jacksonville, FL",1156,1146,195,10,0,0.17015706806282724,0.00865051903114187,0.0
"Buffalo, NY","Fort Lauderdale, FL",1155,1137,248,14,4,0.218117854001759,0.012121212121212121,0.003463203463203463
"Greer, SC","Newark, NJ",1155,1098,211,54,3,0.19216757741347906,0.046753246753246755,0.0025974025974025974
"Albuquerque, NM","Seattle, WA",1148,1142,323,6,0,0.28283712784588444,0.005226480836236934,0.0
"Fort Lauderdale, FL","Kansas City, MO",1148,1132,240,10,6,0.21201413427561838,0.008710801393728223,0.005226480836236934
"Dallas/Fort Worth, TX","Gainesville, FL",1147,1112,242,29,6,0.21762589928057555,0.025283347863993024,0.0052310374891020054
"Dallas/Fort Worth, TX","St. George, UT",1147,1134,243,6,7,0.21428571428571427,0.0052310374891020054,0.006102877070619006
"Chicago, IL","Pensacola, FL",1146,1129,199,14,3,0.1762621789193977,0.012216404886561954,0.002617801047120419
"Jacksonville, FL","St. Louis, MO",1145,1142,191,3,0,0.1672504378283713,0.0026200873362445414,0.0
"Orlando, FL","Trenton, NJ",1145,1107,287,28,10,0.25925925925925924,0.02445414847161572,0.008733624454148471
"Dallas, TX","San Jose, CA",1142,1125,221,12,5,0.19644444444444445,0.010507880910683012,0.0043782837127845885
"Pittsburgh, PA","San Francisco, CA",1137,1132,159,3,2,0.14045936395759717,0.002638522427440633,0.001759014951627089
"Chicago, IL","Ontario, CA",1135,1125,230,7,3,0.20444444444444446,0.006167400881057269,0.0026431718061674008
"Dallas/Fort Worth, TX","Honolulu, HI",1134,1117,301,10,7,0.2694717994628469,0.008818342151675485,0.006172839506172839
"Miami, FL","San Diego, CA",1132,1119,235,6,7,0.21000893655049152,0.00530035335689046,0.006183745583038869
"Dallas, TX","Oakland, CA",1129,1117,288,9,3,0.25783348254252464,0.007971656333038087,0.002657218777679362
"Chicago, IL","Scranton/Wilkes-Barre, PA",1126,1095,287,28,3,0.26210045662100456,0.02486678507992895,0.0026642984014209592
"Austin, TX","Panama City, FL",1124,1121,297,0,3,0.2649420160570919,0.0,0.0026690391459074734
"San Antonio, TX","St. Louis, MO",1119,1108,177,10,1,0.15974729241877256,0.008936550491510277,0.0008936550491510277
"Detroit, MI","South Bend, IN",1114,1101,274,12,1,0.2488646684831971,0.010771992818671455,0.0008976660682226212
"Fort Lauderdale, FL","Providence, RI",1113,1103,294,8,2,0.2665457842248413,0.0071877807726864335,0.0017969451931716084
"Dallas/Fort Worth, TX","Spokane, WA",1105,1080,321,17,8,0.2972222222222222,0.015384615384615385,0.007239819004524887
"Houston, TX","Wichita, KS",1104,1082,219,17,5,0.2024029574861368,0.015398550724637682,0.004528985507246377
"Austin, TX","Sacramento, CA",1103,1095,226,6,2,0.20639269406392693,0.005439709882139619,0.001813236627379873
"Houston, TX","Long Beach, CA",1102,1090,163,5,7,0.14954128440366973,0.004537205081669692,0.006352087114337568
"Ontario, CA","Portland, OR",1101,1084,143,15,2,0.13191881918819187,0.013623978201634877,0.0018165304268846503
"Pocatello, ID","Salt Lake City, UT",1101,1098,68,3,0,0.061930783242258654,0.0027247956403269754,0.0
"Detroit, MI","Fort Wayne, IN",1097,1095,251,2,0,0.22922374429223744,0.0018231540565177757,0.0
"Bangor, ME","Chicago, IL",1096,1090,244,4,2,0.22385321100917432,0.0036496350364963502,0.0018248175182481751
"Houston, TX","Little Rock, AR",1093,1069,277,21,3,0.2591206735266604,0.0192131747483989,0.0027447392497712718
"Aspen, CO","Houston, TX",1092,991,366,63,38,0.3693239152371342,0.057692307692307696,0.0347985347985348
"Charlotte Amalie, VI","New York, NY",1092,1073,169,7,12,0.157502329916123,0.00641025641025641,0.01098901098901099
"Grand Rapids, MI","Las Vegas, NV",1092,1085,252,0,7,0.23225806451612904,0.0,0.00641025641025641
"Miami, FL","San Antonio, TX",1092,1067,235,18,7,0.22024367385192128,0.016483516483516484,0.00641025641025641
"Dallas/Fort Worth, TX","Idaho Falls, ID",1090,1059,273,20,11,0.2577903682719547,0.01834862385321101,0.010091743119266056
"Newark, NJ","Syracuse, NY",1089,1018,197,70,1,0.19351669941060903,0.0642791551882461,0.0009182736455463728
"Philadelphia, PA","Sarasota/Bradenton, FL",1088,1050,263,35,3,0.25047619047619046,0.03216911764705882,0.0027573529411764708
"Albany, NY","Fort Lauderdale, FL",1086,1070,265,11,5,0.24766355140186916,0.010128913443830571,0.004604051565377533
"Indianapolis, IN","Seattle, WA",1085,1070,327,11,4,0.305607476635514,0.010138248847926268,0.003686635944700461
"Atlanta, GA","Colorado Springs, CO",1084,1064,195,15,5,0.18327067669172933,0.013837638376383764,0.004612546125461255
"Charleston, SC","Fort Lauderdale, FL",1081,1065,189,13,3,0.17746478873239438,0.012025901942645698,0.0027752081406105457
"Memphis, TN","Miami, FL",1081,1073,351,6,2,0.3271202236719478,0.005550416281221091,0.0018501387604070306
"Atlanta, GA","Fayetteville, AR",1077,1057,173,16,4,0.16367076631977295,0.014856081708449397,0.003714020427112349
"Charlotte, NC","Moline, IL",1077,1042,256,31,4,0.2456813819577735,0.028783658310120707,0.003714020427112349
"Atlanta, GA","Bristol/Johnson City/Kingsport, TN",1076,1063,220,12,1,0.20696142991533395,0.011152416356877323,0.0009293680297397769
"Buffalo, NY","Dallas/Fort Worth, TX",1076,1044,381,30,2,0.3649425287356322,0.027881040892193308,0.0018587360594795538
"Anchorage, AK","Deadhorse, AK",1074,1063,133,9,2,0.1251175917215428,0.008379888268156424,0.00186219739292365
"Colorado Springs, CO","Salt Lake City, UT",1072,1067,102,2,3,0.09559512652296158,0.0018656716417910447,0.002798507462686567
"Austin, TX","Long Beach, CA",1070,1067,201,1,2,0.18837863167760074,0.0009345794392523365,0.001869158878504673
"Asheville, NC","Sanford, FL",1069,1061,344,6,2,0.3242224316682375,0.005612722170252572,0.0018709073900841909
"Denver, CO","Pensacola, FL",1068,1051,311,4,13,0.29590865842055186,0.003745318352059925,0.012172284644194757
"Atlanta, GA","Mobile, AL",1062,1041,237,19,2,0.2276657060518732,0.017890772128060263,0.0018832391713747645
"Chicago, IL","Kalispell, MT",1062,1042,332,10,10,0.31861804222648754,0.009416195856873822,0.009416195856873822
"Key West, FL","Philadelphia, PA",1059,1032,244,12,15,0.2364341085271318,0.0113314447592068,0.014164305949008499
"Islip, NY","Tampa, FL",1058,1032,255,25,1,0.24709302325581395,0.023629489603024575,0.000945179584120983
"Atlantic City, NJ","Fort Lauderdale, FL",1057,1052,152,4,1,0.1444866920152091,0.003784295175023652,0.000946073793755913
"Kahului, HI","San Jose, CA",1056,1054,124,2,0,0.11764705882352941,0.001893939393939394,0.0
"Austin, TX","Portland, OR",1054,1039,209,13,2,0.20115495668912417,0.012333965844402278,0.0018975332068311196
"Bangor, ME","Philadelphia, PA",1053,1022,260,28,3,0.25440313111545987,0.026590693257359924,0.002849002849002849
"Birmingham, AL","Philadelphia, PA",1050,1009,217,35,6,0.21506442021803765,0.03333333333333333,0.005714285714285714
"Newark, NJ","Rochester, NY",1046,995,198,50,1,0.19899497487437187,0.04780114722753346,0.0009560229445506692
"Augusta, GA","Charlotte, NC",1045,1018,267,25,2,0.26227897838899805,0.023923444976076555,0.0019138755980861245
"Knoxville, TN","St. Petersburg, FL",1044,1035,298,4,5,0.28792270531400965,0.0038314176245210726,0.004789272030651341
"New Orleans, LA","San Francisco, CA",1044,1030,180,11,3,0.17475728155339806,0.01053639846743295,0.0028735632183908046
"Indianapolis, IN","San Francisco, CA",1038,1022,180,11,5,0.1761252446183953,0.010597302504816955,0.004816955684007707
"Asheville, NC","St. Petersburg, FL",1036,1029,271,2,5,0.2633624878522838,0.0019305019305019305,0.004826254826254826
"Atlanta, GA","Springfield, MO",1036,1022,231,10,4,0.22602739726027396,0.009652509652509652,0.003861003861003861
"Oakland, CA","Spokane, WA",1031,1029,161,2,0,0.1564625850340136,0.0019398642095053346,0.0
"San Diego, CA","St. Louis, MO",1030,1022,236,4,4,0.2309197651663405,0.003883495145631068,0.003883495145631068
"Atlanta, GA","Boise, ID",1026,1007,217,14,5,0.21549155908639522,0.01364522417153996,0.004873294346978557
"Cincinnati, OH","Newark, NJ",1021,976,165,44,1,0.16905737704918034,0.043095004897159644,0.0009794319294809011
"Newark, NJ","San Antonio, TX",1016,1007,188,4,5,0.18669314796425024,0.003937007874015748,0.004921259842519685
"Atlanta, GA","Spokane, WA",1014,997,179,12,5,0.17953861584754263,0.011834319526627219,0.004930966469428008
"Dallas/Fort Worth, TX","Myrtle Beach, SC",1013,972,314,32,9,0.3230452674897119,0.0315893385982231,0.008884501480750246
"Minneapolis, MN","San Jose, CA",1012,1001,204,8,3,0.2037962037962038,0.007905138339920948,0.0029644268774703555
"San Antonio, TX","San Francisco, CA",1011,1007,141,1,3,0.1400198609731877,0.0009891196834817012,0.002967359050445104
"Chicago, IL","Springfield, IL",1009,980,219,29,0,0.22346938775510203,0.028741328047571853,0.0
"Elko, NV","Salt Lake City, UT",1008,1004,39,2,2,0.03884462151394422,0.001984126984126984,0.001984126984126984
"Madison, WI","Phoenix, AZ",1008,999,174,5,4,0.17417417417417416,0.00496031746031746,0.003968253968253968
"Kahului, HI","Sacramento, CA",1007,998,159,4,5,0.1593186372745491,0.003972194637537239,0.004965243296921549
"Oakland, CA","Palm Springs, CA",1006,1003,158,2,1,0.1575274177467597,0.0019880715705765406,0.0009940357852882703
"Houston, TX","Springfield, MO",1004,976,256,21,7,0.26229508196721313,0.02091633466135458,0.0069721115537848604
"Milwaukee, WI","Tampa, FL",1002,993,195,7,2,0.19637462235649547,0.006986027944111776,0.001996007984031936
"Dallas, TX","Pensacola, FL",992,980,196,9,3,0.2,0.009072580645161291,0.0030241935483870967
"Omaha, NE","Seattle, WA",992,988,187,2,2,0.18927125506072875,0.0020161290322580645,0.0020161290322580645
"Charlotte, NC","Chattanooga, TN",987,946,255,40,1,0.26955602536997886,0.040526849037487336,0.0010131712259371835
"Fort Lauderdale, FL","Knoxville, TN",987,983,352,1,3,0.358087487283825,0.0010131712259371835,0.00303951367781155
"Bellingham, WA","Las Vegas, NV",985,973,71,11,1,0.07297019527235354,0.01116751269035533,0.0010152284263959391
"Fargo, ND","Phoenix, AZ",985,981,147,4,0,0.14984709480122324,0.0040609137055837565,0.0
"Milwaukee, WI","Seattle, WA",985,978,167,4,3,0.17075664621676892,0.0040609137055837565,0.003045685279187817
"Detroit, MI","Portland, ME",983,977,186,5,1,0.19037871033776868,0.00508646998982706,0.001017293997965412
"Denver, CO","Devils Lake, ND",977,955,217,16,6,0.22722513089005236,0.016376663254861822,0.006141248720573183
"Denver, CO","Jamestown, ND",977,959,180,11,7,0.18769551616266944,0.011258955987717503,0.007164790174002047
"Detroit, MI","Greer, SC",977,962,189,13,2,0.19646569646569648,0.01330603889457523,0.0020470829068577278
"Chicago, IL","Honolulu, HI",974,967,159,6,1,0.16442605997931747,0.006160164271047228,0.001026694045174538
"Greensboro/High Point, NC","Miami, FL",965,949,144,14,2,0.1517386722866175,0.014507772020725389,0.002072538860103627
"Eugene, OR","Las Vegas, NV",962,959,195,0,3,0.20333680917622524,0.0,0.0031185031185031187
"Columbia, SC","New York, NY",959,923,229,34,2,0.24810400866738894,0.035453597497393116,0.0020855057351407717
"Louisville, KY","Tampa, FL",958,948,156,8,2,0.16455696202531644,0.008350730688935281,0.0020876826722338203
"Chicago, IL","Key West, FL",954,935,280,12,7,0.2994652406417112,0.012578616352201259,0.007337526205450734
"Greer, SC","Philadelphia, PA",953,929,212,24,0,0.22820236813778255,0.025183630640083946,0.0
"Chicago, IL","Manhattan/Ft. Riley, KS",952,928,274,24,0,0.2952586206896552,0.025210084033613446,0.0
"Las Vegas, NV","Wichita, KS",952,946,196,1,5,0.20718816067653276,0.0010504201680672268,0.005252100840336135
"Baton Rouge, LA","Houston, TX",950,933,225,16,1,0.24115755627009647,0.016842105263157894,0.0010526315789473684
"Palm Springs, CA","Sacramento, CA",950,947,176,0,3,0.18585005279831046,0.0,0.003157894736842105
"Columbus, OH","Seattle, WA",949,946,271,2,1,0.2864693446088795,0.002107481559536354,0.001053740779768177
"Charlotte, NC","Sacramento, CA",943,930,165,12,1,0.1774193548387097,0.012725344644750796,0.0010604453870625664
"Miami, FL","Norfolk, VA",942,919,197,23,0,0.21436343852013057,0.024416135881104035,0.0
"Detroit, MI","Savannah, GA",936,927,218,7,2,0.23516720604099245,0.007478632478632479,0.002136752136752137
"Kalispell, MT","Minneapolis, MN",936,926,171,7,3,0.18466522678185746,0.007478632478632479,0.003205128205128205
"Detroit, MI","West Palm Beach/Palm Beach, FL",934,929,215,4,1,0.23143164693218515,0.004282655246252677,0.0010706638115631692
"Portland, OR","Santa Rosa, CA",930,916,171,5,9,0.18668122270742357,0.005376344086021506,0.00967741935483871
"Los Angeles, CA","Omaha, NE",929,923,127,4,2,0.13759479956663057,0.004305705059203444,0.002152852529601722
"Pittsburgh, PA","Seattle, WA",929,917,256,8,4,0.2791712104689204,0.008611410118406888,0.004305705059203444
"New Orleans, LA","Salt Lake City, UT",928,919,92,6,3,0.10010881392818281,0.00646551724137931,0.003232758620689655
"Sarasota/Bradenton, FL","Washington, DC",927,914,225,10,3,0.2461706783369803,0.010787486515641856,0.003236245954692557
"Boston, MA","Norfolk, VA",922,915,210,6,1,0.22950819672131148,0.006507592190889371,0.0010845986984815619
"Grand Rapids, MI","Orlando, FL",921,912,177,7,2,0.19407894736842105,0.00760043431053203,0.002171552660152009
"Santa Rosa, CA","Seattle, WA",921,908,290,11,2,0.31938325991189426,0.011943539630836048,0.002171552660152009
"Chicago, IL","State College, PA",920,895,219,17,8,0.2446927374301676,0.01847826086956522,0.008695652173913044
"Dallas, TX","Memphis, TN",918,908,204,7,3,0.22466960352422907,0.007625272331154684,0.0032679738562091504
"Providence, RI","West Palm Beach/Palm Beach, FL",918,900,205,13,5,0.22777777777777777,0.014161220043572984,0.0054466230936819175
"Kona, HI","Sacramento, CA",917,915,90,1,1,0.09836065573770492,0.0010905125408942203,0.0010905125408942203
"Raleigh/Durham, NC","San Juan, PR",917,902,221,12,3,0.24501108647450112,0.013086150490730643,0.003271537622682661
"Bangor, ME","Newark, NJ",914,862,228,52,0,0.26450116009280744,0.05689277899343545,0.0
"Minneapolis, MN","Missoula, MT",914,908,117,0,6,0.1288546255506608,0.0,0.006564551422319475
"Boston, MA","Wilmington, NC",906,897,186,9,0,0.20735785953177258,0.009933774834437087,0.0
"Knoxville, TN","Miami, FL",906,902,238,2,2,0.2638580931263858,0.002207505518763797,0.002207505518763797
"Las Vegas, NV","Mission/McAllen/Edinburg, TX",906,905,124,0,1,0.13701657458563535,0.0,0.0011037527593818985
"Cleveland, OH","Seattle, WA",905,893,273,11,1,0.3057110862262038,0.012154696132596685,0.0011049723756906078
"Columbus, OH","Dallas, TX",904,893,226,6,5,0.2530795072788354,0.00663716814159292,0.0055309734513274336
"Aspen, CO","Atlanta, GA",903,834,270,25,44,0.3237410071942446,0.02768549280177187,0.048726467331118496
"Cedar Rapids/Iowa City, IA","Minneapolis, MN",901,899,168,2,0,0.18687430478309233,0.0022197558268590455,0.0
"Chicago, IL","Panama City, FL",901,892,201,4,5,0.22533632286995517,0.004439511653718091,0.005549389567147614
"Hartford, CT","Miami, FL",901,894,175,6,1,0.19574944071588368,0.006659267480577136,0.0011098779134295228
"Chicago, IL","Reno, NV",898,887,218,7,4,0.24577226606538896,0.0077951002227171495,0.004454342984409799
"Fort Myers, FL","Milwaukee, WI",898,896,183,1,1,0.20424107142857142,0.0011135857461024498,0.0011135857461024498
"Nashville, TN","Richmond, VA",898,894,176,1,3,0.19686800894854586,0.0011135857461024498,0.0033407572383073497
"Burbank, CA","Dallas, TX",896,876,179,13,7,0.204337899543379,0.014508928571428572,0.0078125
"Santa Barbara, CA","Seattle, WA",896,886,233,8,2,0.26297968397291194,0.008928571428571428,0.002232142857142857
"Atlanta, GA","Charleston/Dunbar, WV",889,860,223,27,2,0.2593023255813954,0.030371203599550055,0.0022497187851518562
"Cincinnati, OH","Valparaiso, FL",888,883,211,4,1,0.23895809739524349,0.0045045045045045045,0.0011261261261261261
"San Antonio, TX","Tampa, FL",888,880,180,7,1,0.20454545454545456,0.007882882882882882,0.0011261261261261261
"Denver, CO","Syracuse, NY",882,879,245,0,3,0.2787258248009101,0.0,0.003401360544217687
"Augusta, GA","Dallas/Fort Worth, TX",881,852,229,26,3,0.2687793427230047,0.029511918274687854,0.00340522133938706
"Appleton, WI","Denver, CO",880,874,226,4,2,0.2585812356979405,0.004545454545454545,0.0022727272727272726
"Birmingham, AL","Tampa, FL",880,876,177,4,0,0.20205479452054795,0.004545454545454545,0.0
"Dallas, TX","Raleigh/Durham, NC",879,866,212,9,4,0.24480369515011546,0.010238907849829351,0.004550625711035267
"Asheville, NC","New York, NY",878,851,182,25,2,0.21386603995299647,0.02847380410022779,0.002277904328018223
"Miami, FL","Richmond, VA",876,861,209,12,3,0.24274099883855982,0.0136986301369863,0.003424657534246575
"Los Angeles, CA","Tulsa, OK",873,871,142,1,1,0.16303099885189437,0.001145475372279496,0.001145475372279496
"Burbank, CA","Reno, NV",866,859,154,6,1,0.17927823050058206,0.006928406466512702,0.0011547344110854503
"New York, NY","Omaha, NE",866,823,154,41,2,0.18712029161603888,0.04734411085450346,0.0023094688221709007
"Raleigh/Durham, NC","Salt Lake City, UT",866,858,133,4,4,0.155011655011655,0.004618937644341801,0.004618937644341801
"Columbus, OH","Sarasota/Bradenton, FL",862,858,140,3,1,0.16317016317016317,0.0034802784222737818,0.001160092807424594
"Denver, CO","Prescott, AZ",860,852,191,3,5,0.22417840375586853,0.0034883720930232558,0.005813953488372093
"Billings, MT","Chicago, IL",858,849,181,3,6,0.21319199057714958,0.0034965034965034965,0.006993006993006993
"Boise, ID","Burbank, CA",858,854,133,1,3,0.1557377049180328,0.0011655011655011655,0.0034965034965034965
"Cedar Rapids/Iowa City, IA","Charlotte, NC",858,846,219,10,2,0.25886524822695034,0.011655011655011656,0.002331002331002331
"Dallas, TX","Valparaiso, FL",856,845,167,8,3,0.19763313609467456,0.009345794392523364,0.0035046728971962616
"New York, NY","Tulsa, OK",856,807,208,38,11,0.2577447335811648,0.04439252336448598,0.012850467289719626
"Dallas, TX","Omaha, NE",854,847,165,7,0,0.19480519480519481,0.00819672131147541,0.0
"Minneapolis, MN","New Orleans, LA",854,838,135,11,5,0.1610978520286396,0.01288056206088993,0.00585480093676815
"Buffalo, NY","Newark, NJ",853,827,169,26,0,0.20435308343409916,0.03048065650644783,0.0
"Charlotte Amalie, VI","San Juan, PR",853,849,219,4,0,0.2579505300353357,0.004689331770222743,0.0
"Houston, TX","Panama City, FL",853,850,173,2,1,0.20352941176470588,0.0023446658851113715,0.0011723329425556857
"Dallas/Fort Worth, TX","Missoula, MT",849,829,235,14,6,0.28347406513872137,0.016489988221436984,0.007067137809187279
"Grand Rapids, MI","Sanford, FL",848,848,285,0,0,0.33608490566037735,0.0,0.0
"Myrtle Beach, SC","Orlando, FL",847,840,159,6,1,0.18928571428571428,0.0070838252656434475,0.0011806375442739079
"Albuquerque, NM","Baltimore, MD",844,834,184,4,6,0.22062350119904076,0.004739336492890996,0.0071090047393364926
"Fort Myers, FL","Hartford, CT",844,824,206,13,7,0.25,0.015402843601895734,0.008293838862559242
"Valparaiso, FL","Washington, DC",844,799,200,45,0,0.2503128911138924,0.0533175355450237,0.0
"Charlotte Amalie, VI","Orlando, FL",841,803,145,7,31,0.18057285180572852,0.008323424494649227,0.036860879904875146
"Missoula, MT","Seattle, WA",840,830,256,9,1,0.30843373493975906,0.010714285714285714,0.0011904761904761906
"San Diego, CA","Tampa, FL",836,824,158,10,2,0.19174757281553398,0.011961722488038277,0.0023923444976076554
"Atlanta, GA","Bozeman, MT",834,818,170,8,8,0.2078239608801956,0.009592326139088728,0.009592326139088728
"Charlotte, NC","Jackson/Vicksburg, MS",832,792,187,37,3,0.2361111111111111,0.04447115384615385,0.003605769230769231
"Dallas/Fort Worth, TX","Kahului, HI",832,828,206,2,2,0.24879227053140096,0.002403846153846154,0.002403846153846154
"Detroit, MI","Rochester, NY",830,815,176,14,1,0.21595092024539878,0.016867469879518072,0.0012048192771084338
"Nashville, TN","Norfolk, VA",830,825,146,0,5,0.17696969696969697,0.0,0.006024096385542169
"Fayetteville, AR","Los Angeles, CA",828,823,162,4,1,0.1968408262454435,0.004830917874396135,0.0012077294685990338
"Dallas/Fort Worth, TX","Sarasota/Bradenton, FL",826,803,306,20,3,0.38107098381070986,0.024213075060532687,0.0036319612590799033
"Phoenix, AZ","Santa Fe, NM",824,812,162,8,4,0.19950738916256158,0.009708737864077669,0.0048543689320388345
"Las Vegas, NV","Stockton, CA",822,811,183,7,4,0.22564734895191121,0.00851581508515815,0.004866180048661801
"Kansas City, MO","New Orleans, LA",821,811,188,9,1,0.2318125770653514,0.010962241169305725,0.001218026796589525
"Dallas, TX","Miami, FL",820,806,211,10,4,0.2617866004962779,0.012195121951219513,0.004878048780487805
"Detroit, MI","San Juan, PR",820,813,166,3,4,0.20418204182041821,0.003658536585365854,0.004878048780487805
"Charlotte, NC","Fort Wayne, IN",819,796,205,22,1,0.25753768844221103,0.026862026862026864,0.001221001221001221
"Louisville, KY","Miami, FL",817,807,218,9,1,0.2701363073110285,0.011015911872705019,0.0012239902080783353
"Baltimore, MD","Grand Rapids, MI",815,810,166,4,1,0.20493827160493827,0.0049079754601227,0.001226993865030675
"Dallas/Fort Worth, TX","Flagstaff, AZ",815,790,190,19,6,0.24050632911392406,0.023312883435582823,0.007361963190184049
"Idaho Falls, ID","Phoenix, AZ",814,808,134,4,2,0.16584158415841585,0.004914004914004914,0.002457002457002457
"Dallas, TX","Milwaukee, WI",813,799,161,7,7,0.20150187734668334,0.008610086100861008,0.008610086100861008
"Kansas City, MO","San Diego, CA",812,807,177,5,0,0.21933085501858737,0.006157635467980296,0.0
"Dallas, TX","Ontario, CA",808,797,199,7,4,0.24968632371392724,0.008663366336633664,0.0049504950495049506
"Fort Lauderdale, FL","Louisville, KY",806,787,180,17,2,0.22871664548919948,0.02109181141439206,0.0024813895781637717
"Denver, CO","Savannah, GA",804,797,231,4,3,0.28983688833124216,0.004975124378109453,0.0037313432835820895
"Greer, SC","Houston, TX",802,797,161,5,0,0.20200752823086573,0.006234413965087282,0.0
"Miami, FL","Wilmington, NC",802,793,155,9,0,0.19546027742749053,0.011221945137157107,0.0
"New Orleans, LA","San Antonio, TX",802,796,143,5,1,0.17964824120603015,0.006234413965087282,0.0012468827930174563
"Chicago, IL","Evansville, IN",797,774,188,23,0,0.24289405684754523,0.028858218318695106,0.0
"Chicago, IL","Oakland, CA",797,788,164,3,6,0.20812182741116753,0.0037641154328732747,0.0075282308657465494
"Las Vegas, NV","Louisville, KY",797,792,165,4,1,0.20833333333333334,0.005018820577164366,0.0012547051442910915
"Belleville, IL","Valparaiso, FL",796,790,191,6,0,0.2417721518987342,0.007537688442211055,0.0
"Eugene, OR","Los Angeles, CA",793,785,114,7,1,0.14522292993630573,0.008827238335435058,0.0012610340479192938
"Fort Lauderdale, FL","Islip, NY",789,782,182,4,3,0.23273657289002558,0.005069708491761723,0.0038022813688212928
"Chicago, IL","Missoula, MT",788,775,189,4,9,0.24387096774193548,0.005076142131979695,0.011421319796954314
"Atlantic City, NJ","West Palm Beach/Palm Beach, FL",787,778,121,7,2,0.15552699228791775,0.008894536213468869,0.0025412960609911056
"Denver, CO","Kahului, HI",786,768,111,9,9,0.14453125,0.011450381679389313,0.011450381679389313
"Aspen, CO","San Francisco, CA",781,729,216,38,14,0.2962962962962963,0.04865556978233035,0.01792573623559539
"Charlotte, NC","Portland, OR",781,774,175,6,1,0.22609819121447028,0.0076824583866837385,0.0012804097311139564
"Chicago, IL","Waterloo, IA",781,756,208,18,7,0.2751322751322751,0.023047375160051217,0.008962868117797696
"Grand Rapids, MI","St. Petersburg, FL",778,776,185,0,2,0.23840206185567012,0.0,0.002570694087403599
"Hartford, CT","Nashville, TN",778,777,124,0,1,0.15958815958815958,0.0,0.0012853470437017994
"Orlando, FL","Portland, OR",778,768,220,7,3,0.2864583333333333,0.008997429305912597,0.0038560411311053984
"Provo, UT","Santa Ana, CA",774,766,210,5,3,0.2741514360313316,0.006459948320413436,0.003875968992248062
"Anchorage, AK","Honolulu, HI",772,763,198,7,2,0.2595019659239843,0.009067357512953367,0.0025906735751295338
"Kansas City, MO","Newark, NJ",770,735,164,32,3,0.22312925170068026,0.04155844155844156,0.003896103896103896
"Kona, HI","Phoenix, AZ",770,764,95,3,3,0.1243455497382199,0.003896103896103896,0.003896103896103896
"Lihue, HI","Phoenix, AZ",770,765,91,2,3,0.11895424836601307,0.0025974025974025974,0.003896103896103896
"Bozeman, MT","San Francisco, CA",769,763,130,1,5,0.17038007863695936,0.0013003901170351106,0.006501950585175552
"Denver, CO","Peoria, IL",769,761,258,3,5,0.33902759526938236,0.0039011703511053317,0.006501950585175552
"Buffalo, NY","Las Vegas, NV",766,763,167,2,1,0.21887287024901703,0.0026109660574412533,0.0013054830287206266
"Denver, CO","Greer, SC",766,754,145,3,9,0.19230769230769232,0.0039164490861618795,0.01174934725848564
"Memphis, TN","Newark, NJ",766,719,179,47,0,0.24895688456189152,0.06135770234986945,0.0
"Anchorage, AK","Dallas/Fort Worth, TX",764,755,257,2,7,0.3403973509933775,0.002617801047120419,0.009162303664921465
"Pittsburgh, PA","St. Louis, MO",762,759,138,3,0,0.18181818181818182,0.003937007874015748,0.0
"Atlanta, GA","Burlington, VT",760,742,149,14,4,0.20080862533692723,0.018421052631578946,0.005263157894736842
